fullVisitorId,1311003026247678016,1059770176518504832,2608714709593599798,1633146081774573328,051121380870457542,0750846065342433129,5768779985718104713,9644838183145418265,102703605492733588,0826150033557882055,5074660303190613667,9846359776693659031,5705874741137472356,3653223981913568754,0716845898585666271,1868979439923677894,4193206519109888601,8882654778626829762,1627674454679945564,9064503463693769960,454845221896711463,811215767847921598,5334519922113386772,431781159932899381,7083651462602256215,8885422469790736188,140515510840599351,1904044281872619820,2510170651126670568,5918721989053447180,0241048761582607706,5187966439034093084,9386651167038033508,3944421154392364485,5883164011639311823,1487642479039977302,698297406423033664,8252993918601501665,8735816909957342888,2690284560375650313,9283619216742521189,1258915143892750458,8281865642684703587,1513574659863671308,351681171177883933,5371617068925994598,1687795423322054080,8907786034323049031,424164277566734178,4514652345155303748,2699100691075242575,0091712978079395246,6649661547402538462,7779808671220138430,973510660431678522,1005829299685984449,0940186567836603506,0284438731288817902,138058039294367332,2880164379954827168,0551028300396393478,4799379227714170002,8220868147393470497,6967791130946939797,103905010654987355,478717655362754556,335855435126300366,4349008350446169158,3644674906177313121,2356328520822545622,6122352189241442329,4959929165076044230,5665035179702438805,57196719909669060,1996186587769697436,8442617694098781827,7720463169914643064,6911303723241317741,1933634293342529288,6090307959373790386,2211136004038546286,1625348761598975970,1369634446381193537,665925237862575413,0082784177006211656,2734804504238901538,4245538638840698803,5493590651204923543,4642253043389868036,7863551258591830793,2516702271461747537,0815047945706399620,5036504003993248220,8057100491037963376,0485797735449723544,5517518226296980531,5645525901423795365,7348629249376748176,1799598136919764397,643249846894129525,7381501839846779174,7361035572167157097,1124739547028739470,907919984415931451,7311242886083854158,4871061239735971842,5449771938159563164,8807566194592989592,2578084515369430211,2662180751707142455,4239065618754630247,2976099200710770058,0126612099954375841,1113086722612802174,1743714919834975806,3101662058536674321,1825841980801408928,0909717625274232624,4604819391740364956,8336976389238650812,4891367157966215686,0723764175159758531,8522602120605606432,008016723867009901,7634362284405299195,0509377181616367629,3528985319474154621,6652255958623882302,1223589533016589079,9800325346437826374,654736404761929369,6720163071515835609,6701073889215352508,2725696087969671053,0513443874219533136,36445151010876646,1894130606995361644,718640226837019023,9308310352918219134,1281234459613429134,8867932982815581493,7461007246247623723,9178778076506607736,8295197301478463188,5926242413751959519,9591202457292182670,8795601824800140692,3239591421883808376,3424918216070852195,2419083783587438310,1215126832177216624,2379859623266786468,1628879492829362179,1094931637794753476,9177420311342678282,2230459363222130999,2183769803946700458,3487777878571499424,649889300215934582,8832913499703586038,7197257625515261031,5552602223219141230,9880592496599091974,3694234028523165868,6779703869558170031,1386018753537268331,0232377434237234751,7966897920275645417,5014540371440158686,1589021726696497303,8838723503257538619,7356594891179506186,2865117450599304911,5191714303283334364,5108127937752582001,5438506007142109144,8930667883681133792,9249130983722228273,616813475440297008,0946279366290435145,9417857471295131045,4361578465679668536,0203746675575323546,4638457631555733175,8899652920156664918,6454152396954180970,0834628261584717467,6245888094161327613,5374636950619010807,659997883658232689,3723888941430883184,5196510095914060300,8726813153683135107,5404482496812265594,024507252193437459,9810242816023554106,3289637780548369455,110153724611725846,6695998350292150416,7130862809181577995,4794087068727883755,0598517298356059273,6847677700533767581,730367780967717148,267496141615033562,9008243837280281377,099282514685273715,6800773016200108867,4358669050443767105,3544203224003923047,5642616598374575878,3225678380873744420,5247088189467403090,6281969399295268989,0512480056932695240,3928148027675000890,076085547156904396,6935485519887862639,7349095852368868081,6317122696265127101,0462973614885897477,8922684196337270088,9118080275011609685,4207163565650556039,1765857025931877948,7767487111812238597,9412146594226097241,34988253365419131,5772921781547143127,1850206187599338645,7444499703471460562,6884489731245835935,3223204375135993191,8016003971239765913,7281459057441043181,3185267375068033750,8765602621942878224,2380151902002144519,5396316380545596534,720378073621403524,8996390266519917614,126459781793436795,0049931492016965831,0167247604162700002,76337984001301563,11577526465501235,4127969764710194171,6961461396201166096,2997546588767717972,8841197329105123740,0650734198077784452,4386919064035592715,1969572238026427771,0184583714566893994,7478014296138553952,5835011534221003810,8541623616216182707,5016900699181272612,7556555497376038449,6819686597729874393,3602581120186705822,6687958275730704367,5596095564243535655,2886144098855378647,0843143557737586340,1144453422620721054,8524153343957920345,3963931733144286855,6756011017275548046,6362417049769170223,799550552085983639,5994882421687804417,3082283603465989940,7716715889119737343,6229313771651311196,1445829272389489293,3098698308947338506,6631067223324142886,2666111902144758507,1350128776428351822,5857508451628108813,6235333906233118646,4841594360292833266,410776283289767415,0255282465269917452,2238427794408940307,454415741312523119,5918204463043019202,903671600075470143,1197204234107154844,9329105952170590036,6595981885506800184,534050309417390972,7732103446351877731,8151706737543171350,2054328967059540069,2008785002910996057,5299840209528355476,6704073824208738094,910410897272138682,5012979848533101212,051569945671479788,1148645885957423322,2020765393756185156,8227701038227474422,8208963585508489539,3739471411093683045,7416628062417316237,8204485709901113804,7804878276242829473,0192314861414750236,1580431283728289185,1897693758416082368,6356772384621900900,1255368394012652243,4350149129796827013,0653855261936813301,0379271879231850881,8410706711019737796,8555003181225615424,4645782780585783387,2682723022140584110,9012644024512398613,5321699176786856383,3944033084735691438,0831560334057475229,9359225890182048096,7550413639587874054,9745444510361208172,5569090975719749657,5208937953046059083,5837861602768827939,3959390594599570808,9945591060914032258,2827498353821012092,2838389775426883646,4107476716931948379,7484497031611210287,5644663710139527686,2863022817351466072,3188213086470041425,0620323593193754739,2981325201816358942,6807929399699118662,2384575288962758158,2284555599203977570,8719058463049309640,0586698229787787437,95260387049596061,3466329311470244552,7596302818728416168,3990499189535030968,0270393945425133079,3077728344368815014,573154037338008171,7420300501523012460,355470769779418447,2169837842795965197,9082216468378814100,9483363633817181224,7012549213059932928,0330845037859170481,0496578757391920977,9769058468255015745,9762462603607554817,0052381813974609729,4659112155231903369,9936653130323014894,1223865090611201115,5873059317509196502,9446534099865088123,1485560096715159088,008974926326637231,84084976506155235,2570612937804014178,3730118929329807081,891256389600004515,4908800356431619540,9448642576630229500,3891707253957252733,9335786140265261599,2200502804815616939,0261035563475309159,8699270326076021095,6970840496248643321,9130977134964042839,0694658797180418631,0188308435688462855,3754779580225027430,5650628204685893274,1295831428300004252,1792126295682358590,7641607978785523241,1181536979112804688
GGOEA0CH077599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10286617764311867,,,,,,,,,,,,,,,,,,-0.15820047089479833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGOEACCQ017299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15879493934995023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,,,,,-0.19553503895523947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17053812768532783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGOEADHH055999,,,,,,,,,,,,,,,,,,,,,,0.5138217541931421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1955252935707288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGOEADHH073999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13494798345229964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12474456586961054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019526106426596874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05870009504068609,,,
GGOEADWQ015699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1955252935707288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1955252935707288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09947478383339967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16303418161209898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGOEAFKQ020499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15463366016388697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,-0.0974574892396875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,,,,,,,,,,,,,,,,,,,,
GGOEAFKQ020599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14253963798612465,,,,,,,,,,,,,0.1597134626128265,,,,,,,,,,,,,,,,,,,,,-0.18624768751655496,,,-0.19553503895523947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19553503895523947,,,,,,,,-0.09018743239471515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1955252935707288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGOEAHPA004110,,-0.19546682126366466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGOEAHPJ074410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16957333461876983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
