userId,itemId,session_duration
7420300501523012460-16,GGOEGEHQ071199,3700
7420300501523012460-16,GGOEGEHQ072599,1536
7420300501523012460-16,GGOEGAAX0104,1790
7420300501523012460-17,GGOEGAAX0106,2
7420300501523012460-17,GGOEGAAX0334,1877
7444499703471460562-3,GGOEGOCB017499,3291
7444499703471460562-3,GGOEGOLC013299,1293
7461007246247623723-1,GGOEGAAX0313,15408
7478014296138553952-2,GGOEGAAX0104,19051
7484497031611210287-1,GGOEYHPB072210,0
750846065342433129-2,GGOEGETB023799,0
7550413639587874054-1,GGOEGOBG023599,6528
7550413639587874054-1,GGOEGGOA017399,6788
7550413639587874054-1,GGOEGOAQ018099,35542
7550413639587874054-1,GGOEGOCC077299,13
7550413639587874054-1,GGOEWEBB082699,17770
7550413639587874054-1,GGOEGCBB074199,264395
7550413639587874054-1,GGOEGAAX0037,34809
7550413639587874054-1,GGOEGOCD078399,2850
7550413639587874054-1,GGOEGOLC014299,2890
7556555497376038449-2,GGOEGAAX0074,2916
7596302818728416168-1,GGOEYHPB072210,5
76085547156904396-1,GGOEGBRJ037299,10244
76085547156904396-1,GGOEAFKQ020599,0
76085547156904396-1,GGOEGBMJ013399,3481
76085547156904396-1,GGOEGDHC074099,2238
76085547156904396-1,GGOEGDWR015799,3522
76337984001301563-1,GGOEGBRA037499,44801
7634362284405299195-1,GGOEGAAX0733,12116
7641607978785523241-1,GGOEGGCX056199,470340
7716715889119737343-3,GGOEAOCB077499,2132
7720463169914643064-7,GGOEGODR017799,1720
7720463169914643064-7,GGOEGAAX0781,7886
7720463169914643064-7,GGOEGOCD078399,3681
7732103446351877731-1,GGOEAFKQ020599,10810
7767487111812238597-9,GGOEGOAB022499,5791
7767487111812238597-9,GGOEGOAB021499,3079
7767487111812238597-9,GGOEGGOA017399,2152
7779808671220138430-1,GGOEGAAX0104,0
7804878276242829473-1,GGOEGAAX0081,0
7863551258591830793-1,GGOEGEVA022399,0
7966897920275645417-1,GGOEGKWR060810,2040
7966897920275645417-1,GGOEGAAX0625,9722
799550552085983639-1,GGOEYFKQ020699,1
8016003971239765913-2,GGOEGAAX0320,13426
8016003971239765913-2,GGOEAXXX0808,35293
8016003971239765913-2,GGOEGAAX0104,0
8016003971239765913-2,GGOEGAAX0795,0
8016003971239765913-2,GGOEAXXX0812,4341
8016003971239765913-2,GGOEGXXX0806,5055
8016003971239765913-2,GGOEGAAX0661,12699
8016003971239765913-2,GGOEGAAX0655,0
8016003971239765913-2,GGOEGAAX0651,6607
8016003971239765913-2,GGOEGAAX0618,4513
8016003971239765913-2,GGOEGAAX0619,18849
8016003971239765913-2,GGOEGAAX0620,6579
8016003971239765913-2,GGOEGAAX0625,7391
8016003971239765913-2,GGOEGAAX0617,37991
8016003971239765913-2,GGOEGKWQ060910,2406
8016003971239765913-2,GGOEGKWR060810,1746
8016003971239765913-2,GGOEGAAX0622,7396
8016723867009901-1,GGOEGBPB021199,1292
8016723867009901-1,GGOEGBJL013999,1419
8016723867009901-1,GGOEGESC014099,1322
8016723867009901-1,GGOEACCQ017299,0
8016723867009901-1,GGOEGDHC074099,1394
8016723867009901-1,GGOEGESB015099,1488
8016723867009901-1,GGOEGCKQ013199,1
8057100491037963376-3,GGOEGAAX0037,11576
811215767847921598-1,GGOEADHH055999,59335
815047945706399620-7,GGOEGAAX0671,9805
815047945706399620-7,GGOEGAAX0680,3978
815047945706399620-7,GGOEGAAX0690,3589
8151706737543171350-1,GGOEGAAX0299,8246
8151706737543171350-1,GGOEGAAX0282,0
8204485709901113804-2,GGOEGBRJ037399,1738
8208963585508489539-2,GGOEGAAX0104,4747
8220868147393470497-2,GGOEGAAX0569,1
8220868147393470497-2,GGOEGAAX0567,0
8220868147393470497-2,GGOEGAAX0580,0
8220868147393470497-2,GGOEGBJL013999,8655
8227701038227474422-1,GGOEYFKQ020699,4118
8227701038227474422-1,GGOEYHPB072210,0
8252993918601501665-1,GGOEGETB023799,0
826150033557882055-2,GGOEGFKQ020799,1916
82784177006211656-4,GGOEGKWQ060910,0
82784177006211656-4,GGOEGKWR060810,0
82784177006211656-4,GGOEGAAX0610,12103
82784177006211656-4,GGOEGAAX0617,8638
8281865642684703587-2,GGOEGAAX0358,0
8295197301478463188-1,GGOEGAAX0358,1
831560334057475229-4,GGOEGAAX0334,4818
831560334057475229-4,GGOEGAAX0338,159321
831560334057475229-4,GGOEGCNB021099,176456
8336976389238650812-1,GGOEGAAX0351,7067
834628261584717467-2,GGOEGAAX0686,1470110
834628261584717467-2,GGOEGAAX0661,4442
834628261584717467-2,GGOEGAAX0318,12527
834628261584717467-2,GGOEGAAX0325,924
84084976506155235-3,GGOEGOAQ018099,3378
8410706711019737796-1,GGOEGEHQ024099,2542
843143557737586340-1,GGOEGBJL013999,0
843143557737586340-1,GGOEGBJC014399,107853
843143557737586340-1,GGOEAOCB077499,4723
843143557737586340-1,GGOEGOCC077299,2494
843143557737586340-1,GGOEGOBC078699,7901
843143557737586340-1,GGOEGAAX0074,1944
8442617694098781827-1,GGOEYFKQ020699,61293
8442617694098781827-1,GGOEGHPB071610,2176
8442617694098781827-2,GGOEYOCR077799,1413
8442617694098781827-2,GGOEGODR017799,1493
8522602120605606432-1,GGOEGFKA022299,3061
8522602120605606432-1,GGOEGAAX0622,1
8524153343957920345-1,GGOEGFSR022099,1
8541623616216182707-1,GGOEGAAX0329,0
8555003181225615424-2,GGOEGAAX0569,181575
8555003181225615424-2,GGOEGBMC056599,0
8699270326076021095-1,GGOEGAAX0318,1
8719058463049309640-3,GGOEGBJL013999,13437
8719058463049309640-3,GGOEGDHC074099,0
8719058463049309640-3,GGOEYOCR077799,0
8719058463049309640-3,GGOEGOAQ020099,1
8726813153683135107-4,GGOEGAAX0358,1901
8735816909957342888-1,GGOEGDHC015299,3587
8765602621942878224-1,GGOEGBRA037499,46538
8795601824800140692-1,GGOEGAAX0330,0
8807566194592989592-2,GGOEGAAX0330,21874
8832913499703586038-1,GGOEGBRJ037399,0
8838723503257538619-1,GGOEYFKQ020699,1
8838723503257538619-1,GGOEGAAX0330,3768
8841197329105123740-1,GGOEGEVA022399,0
8841197329105123740-1,GGOEGBRJ037399,1930
8841197329105123740-1,GGOEGBRJ037299,1996
8867932982815581493-2,GGOEGXXX0806,0
8882654778626829762-1,GGOEGBRA037499,90
8882654778626829762-2,GGOEGBRA037499,4260
8885422469790736188-2,GGOEGAAX0104,22988
8885422469790736188-2,GGOEGKWQ060910,1
8885422469790736188-2,GGOEGAAX0105,224007
8885422469790736188-2,GGOEGEVB070599,1
8899652920156664918-1,GGOEGAAX0686,375429
8899652920156664918-1,GGOEYDHJ056099,5685
8907786034323049031-3,GGOEGAAX0338,10158
8907786034323049031-3,GGOEGAAX0334,0
891256389600004515-14,GGOEGAAX0104,8046
891256389600004515-14,GGOEGDHQ015399,1
891256389600004515-14,GGOEGFKQ020399,1
8922684196337270088-1,GGOEGAAX0296,0
8930667883681133792-1,GGOEYFKQ020699,45209
8930667883681133792-1,GGOEYHPB072210,943
8974926326637231-1,GGOEGAAX0325,13752
8974926326637231-1,GGOEGAAX0351,16293
8996390266519917614-12,GGOEGFYQ016599,1
9008243837280281377-1,GGOEGAAX0104,6168
9008243837280281377-1,GGOEGAAX0358,43772
9008243837280281377-1,GGOEAXXX0812,2593
9008243837280281377-1,GGOEGAAX0105,0
9008243837280281377-1,GGOEGHPJ080310,1484
9008243837280281377-1,GGOEGAAX0342,0
9008243837280281377-1,GGOEGBJL013999,1170
9008243837280281377-1,GGOEGAAX0074,2963
9008243837280281377-1,GGOEGAAX0313,0
9012644024512398613-16,GGOEGDHC074099,1
903671600075470143-2,GGOEGFKA022299,1584
9064503463693769960-1,GGOEGAAX0570,0
9064503463693769960-1,GGOEGAAX0338,2112
907919984415931451-1,GGOEGBRJ037399,3
9082216468378814100-1,GGOEGAAX0578,10604
9082216468378814100-2,GGOEGAAX0578,28220
9082216468378814100-2,GGOEGAAX0569,919
909717625274232624-2,GGOEGAAX0358,1
909717625274232624-2,GGOEGAAX0568,5496
909717625274232624-2,GGOEGAAX0731,4116
910410897272138682-5,GGOEGBRJ037299,0
9118080275011609685-1,GGOEGBRJ037399,3978
9118080275011609685-1,GGOEGAAX0104,4101
9118080275011609685-1,GGOEGAAX0569,0
9130977134964042839-1,GGOEGAAX0596,0
9130977134964042839-1,GGOEGBRA037499,1213
91712978079395246-1,GGOEGGOA017399,0
91712978079395246-1,GGOEGOAQ020099,1812
91712978079395246-1,GGOEGOCB017499,0
9177420311342678282-1,GGOEGAAX0325,7798
9177420311342678282-1,GGOEGAAX0290,14254
9178778076506607736-1,GGOEGBRJ037399,0
9178778076506607736-1,GGOEAOCB077499,0
9249130983722228273-23,GGOEGAAX0353,0
9249130983722228273-25,GGOEGESC014099,2273
9283619216742521189-1,GGOEGAAX0338,0
9308310352918219134-8,GGOEGOCD078399,6586
9308310352918219134-8,GGOEGDHC074099,1488
9308310352918219134-8,GGOEGOCC077999,1347
9308310352918219134-8,GGOEGOLC013299,1854
9308310352918219134-8,GGOEGHPB071610,3
9308310352918219134-8,GGOEGHPB003410,0
9308310352918219134-8,GGOEGHPJ080310,0
9308310352918219134-8,GGOEGOAB022499,0
9329105952170590036-1,GGOEGDHC074099,50375
9335786140265261599-4,GGOEGHPJ080310,0
9335786140265261599-4,GGOEAXXX0812,0
9335786140265261599-4,GGOEAXXX0810,0
9359225890182048096-2,GGOEGOBC078699,1
9359225890182048096-4,GGOEGFYQ016599,0
9386651167038033508-1,GGOEGBRJ037399,21301
940186567836603506-1,GGOEGHPJ080310,12860
940186567836603506-2,GGOEGEVA022399,46520
940186567836603506-2,GGOEGBRA037499,0
9412146594226097241-1,GGOEGDHQ015399,27253
9412146594226097241-1,GGOEGAAX0781,0
9412146594226097241-1,GGOEGOCB017499,0
9412146594226097241-1,GGOEGOAQ012899,0
9417857471295131045-20,GGOEA0CH077599,1411
9417857471295131045-22,GGOEGAAX0338,6
9446534099865088123-2,GGOEGBFC018799,0
9448642576630229500-1,GGOEGAAX0338,2127
9448642576630229500-1,GGOEGAAX0278,0
946279366290435145-1,GGOEGFKQ020399,0
9483363633817181224-2,GGOEWCKQ085457,498138
9483363633817181224-2,GGOEGFKA022299,152114
9483363633817181224-2,GGOEGCNB021099,225100
95260387049596061-1,GGOEGAAX0318,0
9591202457292182670-8,GGOEAFKQ020599,19468
9591202457292182670-9,GGOEAFKQ020599,12184
9644838183145418265-1,GGOEGAAX0351,4403
973510660431678522-1,GGOEGEHQ024099,1
973510660431678522-1,GGOEGEVA022399,1
973510660431678522-1,GGOEAOCB077499,1
9745444510361208172-1,GGOEGOFH020299,43037
9745444510361208172-1,GGOEGFKQ020799,0
9762462603607554817-1,GGOEGAAX0318,7592
9762462603607554817-1,GGOEYOCR077799,2533
9762462603607554817-1,GGOEYHPB072210,2715
9762462603607554817-1,GGOEGAAX0104,6070
9762462603607554817-1,GGOEGKWR060810,2456
9762462603607554817-1,GGOEGBPB021199,6369
9762462603607554817-1,GGOEGESB015199,101019
9769058468255015745-1,GGOEYFKQ020699,54432
9769058468255015745-1,GGOEGAAX0330,0
9800325346437826374-3,GGOEGAAX0680,1686
9800325346437826374-3,GGOEGAAX0690,1926
9800325346437826374-3,GGOEGAAX0358,1
9810242816023554106-1,GGOEGAAX0318,0
9846359776693659031-7,GGOEGBJC014399,126175
9846359776693659031-7,GGOEGBMJ013399,0
9880592496599091974-1,GGOEGAAX0356,0
99282514685273715-1,GGOEAKDH019899,0
99282514685273715-1,GGOEGFKQ020799,2775
9936653130323014894-1,GGOEGBPB021199,265787
9936653130323014894-1,GGOEGHPJ080310,2463
9945591060914032258-1,GGOEGHPJ080310,14873
9945591060914032258-1,GGOEAHPJ074410,2664
9945591060914032258-1,GGOEGAAX0105,10518
